PALABRA;CALIFICACION
ingratos;1,0000
dimitido;-1,0000
autoriz;1,0000
mimar;1,0000
reprochando;1,0000
continuando;1,0000
cinematograf;1,0000
pertenecer;,0000
estrecha;,0000
reproche;,0000
vengas;,0000
creando;,0000
repararlos;1,0000
trascendental;1,0000
respetuosamente;1,0000
inculcando;1,0000
disgusto;-1,0000
correcto;,0000
hueco;,0000
agradecidos;,0000
cuidar;,0000
vendidos;1,0000
patenta;1,0000
patologia;-1,0000
tirara;1,0000
agobiar;1,0000
negaban;-1,0000
sustentan;1,0000
israelies;1,0000
justifico;,0000
dolorosa;-1,0000
barbaros;-1,0000
ilumino;1,0000
editaron;1,0000
emocionantes;1,0000
sueltos;1,0000
empiezo;,0000
educadores;,0000
instinto;1,0000
endulzamos;1,0000
repulsa;-1,0000
televisan;1,0000
cojonudos;1,0000
avergonzarse;1,0000
consume;,0000
monetaria;,0000
intermedios;1,0000
derrumbe;-1,0000
probado;,0000
descubra;1,0000
bestia;,0000
tioo;1,0000
honda;1,0000
drastica;-1,0000
nombran;,0000
solte;1,0000
provocaron;1,0000
desvincula;,0000
aumentan;,0000
tocaba;,0000
sensatos;,0000
bailarina;1,0000
auxiliar;1,0000
codiciadas;1,0000
vivida;1,0000
brotes;,0000
diferenciar;1,0000
confirmado;,0000
informaciones;,0000
enganchan;1,0000
valoradas;1,0000
observadas;1,0000
afronte;,0000
gemela;,0000
navegador;1,0000
sostenibilidad;1,0000
poned;,0000
comprometiera;,0000
bonanza;1,0000
inyectado;,0000
oferta;1,0000
parace;-1,0000
europa;,0000
mona;1,0000
cautiva;1,0000
colgarla;1,0000
vacias;-1,0000
suprimir;,0000
significativo;,0000
mezclando;,0000
verter;1,0000
implantaremos;1,0000
billon;-1,0000
retroceder;,0000
recomendandome;1,0000
cercada;1,0000
guasa;,0000
divorcio;,0000
simpatiza;1,0000
atorado;1,0000
arco;,0000
organismo;,0000
apetecible;1,0000
nacimos;1,0000
deducibles;1,0000
civica;,0000
vaguedad;-1,0000
cable;,0000
liberados;,0000
proverbio;1,0000
conjeturando;1,0000
disfraza;-1,0000
da;,0000
propio;,0000
tratadas;1,0000
duda;,0000
llevandose;1,0000
unilateralmente;-1,0000
payaso;1,0000
recuperando;1,0000
opine;1,0000
inmediato;,0000
adquisicion;,0000
incorporaciones;1,0000
subsidiado;1,0000
vayan;,0000
ordenar;,0000
cor;1,0000
sumar;1,0000
distinta;,0000
quiza;-1,0000
infinitamente;1,0000
agarrar;1,0000
gilipollas;-1,0000
moderniz;1,0000
beneficiarios;,0000
floro;1,0000
prolonga;1,0000
adhesiones;1,0000
indocumentado;1,0000
estafas;1,0000
antiestetico;1,0000
pesadilla;,0000
ayudamos;1,0000
lluvias;,0000
farmaceuticos;,0000
descanse;1,0000
expulsara;-1,0000
presentandolo;1,0000
gestores;-1,0000
lanzada;-1,0000
privatizadores;1,0000
careta;-1,0000
erudito;1,0000
proclamo;1,0000
senalan;-1,0000
cocida;,0000
preferidos;1,0000
eludir;-1,0000
mastica;1,0000
masacrado;1,0000
aporte;1,0000
embusteros;1,0000
extinguir;1,0000
probablemente;1,0000
sujeta;1,0000
inscribe;1,0000
pillas;1,0000
malvados;,0000
acordaste;1,0000
intervenido;,0000
colosal;,0000
recaemos;1,0000
sustituya;1,0000
emprende;1,0000
cazada;1,0000
escenas;,0000
pilotar;1,0000
andar;,0000
jefas;1,0000
expedientando;1,0000
recibirlo;1,0000
exacta;1,0000
esclarecido;1,0000
transferir;,0000
tejados;1,0000
ayudar;1,0000
nader;,0000
ah;,0000
llena;1,0000
interpretar;1,0000
desconocido;,0000
alzado;1,0000
preocupaban;1,0000
sarten;1,0000
escucharla;1,0000
cubran;1,0000
cito;,0000
sacado;,0000
aplastar;1,0000
gestionarlos;1,0000
agraria;,0000
descerebrado;1,0000
necesita;,0000
enterar;,0000
rinair;1,0000
personalizadas;1,0000
intente;-1,0000
barbarie;,0000
hipocresia;-1,0000
interesarse;1,0000
contandole;1,0000
mapas;-1,0000
escrita;,0000
pues;1,0000
apagado;,0000
decidiendo;,0000
crisis;-1,0000
cebo;-1,0000
acordemos;1,0000
descubrimiento;1,0000
nevado;-1,0000
comprender;,0000
liberado;,0000
faxes;1,0000
biblioteca;,0000
finalizaron;1,0000
gastase;1,0000
sangrando;-1,0000
ingresar;,0000
reproducen;1,0000
cantarla;1,0000
corral;-1,0000
bala;,0000
reforman;,0000
pardo;,0000
reganar;-1,0000
levantara;,0000
extraordinario;,0000
inaceptable;-1,0000
ejempl;1,0000
insista;1,0000
encontrarla;,0000
debata;-1,0000
aumento;,0000
elimino;,0000
esclarecerlo;1,0000
multinacional;-1,0000
patricio;1,0000
roses;1,0000
fijamente;1,0000
trabaje;,0000
barricadas;,0000
patas;,0000
ensanado;1,0000
logrando;1,0000
azules;1,0000
halago;1,0000
alarmante;,0000
demoras;-1,0000
gracie;1,0000
juguetes;,0000
alimentaria;,0000
comerlas;1,0000
hielo;,0000
entrevistarlo;1,0000
seguirme;,0000
sugerido;,0000
ay;,0000
ganemos;1,0000
evadido;,0000
impulsara;1,0000
francia;-1,0000
compresas;1,0000
teletransporta;1,0000
arrasar;,0000
deportivas;1,0000
reciba;,0000
pernicioso;1,0000
paraisos;,0000
admirar;1,0000
apuntarnos;1,0000
ninguno;-1,0000
volara;,0000
leeremos;,0000
report;-1,0000
paro;-1,0000
sumaba;1,0000
seducido;1,0000
escuchandolo;1,0000
titulando;1,0000
amable;1,0000
ingratas;1,0000
gritarlo;1,0000
comprobara;1,0000
desempenan;1,0000
revision;-1,0000
malisimos;1,0000
fijarse;1,0000
abrasivas;1,0000
lucas;,0000
desarma;1,0000
acordarnos;1,0000
robe;-1,0000
oculte;1,0000
encontrarlo;1,0000
disparan;,0000
ampliado;1,0000
soporta;1,0000
ordenaron;1,0000
reproducirse;1,0000
comunismo;,0000
desaparecidas;-1,0000
colorido;1,0000
pare;,0000
impulsarlo;1,0000
consecuencia;,0000
archivos;,0000
salvado;1,0000
fomentarse;1,0000
categorico;-1,0000
discrecionales;1,0000
sancionara;,0000
culturalmente;1,0000
hipica;1,0000
perversa;-1,0000
agredida;1,0000
agresiva;-1,0000
comprometido;1,0000
legal;,0000
intervencion;,0000
compleja;,0000
autoritario;-1,0000
premiando;1,0000
criticaron;-1,0000
britanico;,0000
paguen;-1,0000
gobierne;,0000
perfumado;1,0000
funcion;1,0000
planteandome;1,0000
permitamos;1,0000
estafo;1,0000
pelma;1,0000
perversos;-1,0000
razonamientos;1,0000
acierte;1,0000
extraidos;1,0000
vuelve;,0000
soft;1,0000
tamborada;1,0000
sorpresa;1,0000
quebro;-1,0000
disparar;-1,0000
reposadamente;1,0000
aciertos;1,0000
matizo;,0000
organico;,0000
potable;1,0000
atletico;,0000
subleva;1,0000
secuestrador;,0000
doliendo;1,0000
declarados;,0000
soga;1,0000
respetamos;,0000
estigma;,0000
cogieron;1,0000
tenernos;1,0000
curiosas;,0000
aguantan;,0000
sacuden;1,0000
metros;,0000
expresion;,0000
realismo;,0000
dibujante;,0000
elige;,0000
rotundas;1,0000
ajustando;1,0000
fotografos;,0000
negligencia;-1,0000
sofisticado;,0000
desgracias;1,0000
animacion;1,0000
cliches;1,0000
cede;,0000
entregamos;1,0000
senadora;,0000
puntualidad;,0000
perdida;,0000
odiaran;,0000
menciona;,0000
incorregible;1,0000
patrona;1,0000
averiadas;1,0000
estimado;,0000
rehuye;,0000
graban;,0000
precios;,0000
deseoso;1,0000
gastas;1,0000
letrados;,0000
privado;,0000
frazen;1,0000
destructiva;1,0000
verbal;-1,0000
repartirse;,0000
fino;,0000
ruidosa;1,0000
taller;,0000
conduces;1,0000
traicione;1,0000
derramas;1,0000
cancelara;1,0000
visitamos;,0000
demos;,0000
controlaba;,0000
ominosa;-1,0000
secunde;1,0000
saludaras;1,0000
vendemos;1,0000
potenciadores;1,0000
plenas;1,0000
estudiando;1,0000
periodistica;,0000
odioso;1,0000
arriesgada;,0000
san;,0000
discute;,0000
soplan;1,0000
agobios;1,0000
noto;,0000
senora;,0000
aportaciones;1,0000
candente;1,0000
cuevas;1,0000
despedidos;,0000
espectacularmente;1,0000
hablaba;,0000
continuar;,0000
ovaciona;1,0000
visionario;1,0000
cercado;1,0000
tiende;-1,0000
participen;,0000
propiciar;1,0000
curtir;1,0000
calumnia;1,0000
pisandole;1,0000
monje;,0000
reciclen;1,0000
frazer;1,0000
gimnastas;1,0000
tratando;,0000
apurado;1,0000
entrenamientos;1,0000
patoso;1,0000
forense;1,0000
recuperandose;1,0000
danino;-1,0000
avergonzaban;1,0000
mejorarla;1,0000
bon;1,0000
disimule;1,0000
tumbado;,0000
adultos;,0000
disena;-1,0000
intermitentes;1,0000
personas;,0000
asistencias;1,0000
demo;,0000
centramos;1,0000
ignominia;,0000
refrendan;1,0000
progresista;1,0000
argentin;,0000
desahuciar;-1,0000
pasa;,0000
ofensa;-1,0000
interrumpe;1,0000
etica;,0000
laps;1,0000
emprendedore;1,0000
rezando;1,0000
algaradas;-1,0000
marias;1,0000
curras;-1,0000
oculta;-1,0000
hegemonia;-1,0000
miedos;,0000
potencia;1,0000
federer;1,0000
impresion;,0000
haberme;,0000
sillones;,0000
encontraremos;,0000
guia;,0000
diabolica;1,0000
imponerse;1,0000
chato;1,0000
encuestados;-1,0000
jubilacion;,0000
palomas;1,0000
motor;,0000
salariales;-1,0000
alianza;,0000
comercializacion;1,0000
conformarnos;1,0000
haberlos;-1,0000
indigesta;1,0000
eterno;,0000
comparece;,0000
desarrollaremos;1,0000
debera;-1,0000
llamado;,0000
cerramos;,0000
olimpica;,0000
enchufe;,0000
todopoderoso;1,0000
egoismo;,0000
sustos;1,0000
violeta;,0000
ingresos;,0000
enamorarse;,0000
calor;,0000
prestados;,0000
acortamientos;1,0000
fortuito;1,0000
conmemorar;1,0000
ganar;1,0000
dividirlo;1,0000
sudor;-1,0000
relucir;1,0000
acustico;1,0000
catarro;,0000
fantasticos;1,0000
mueble;,0000
establecer;,0000
movilizan;-1,0000
varon;1,0000
desapercibido;-1,0000
fondos;,0000
sientan;,0000
salimos;,0000
asentar;,0000
concentraciones;,0000
segundones;1,0000
espejito;1,0000
deberse;1,0000
tristeza;,0000
cielo;,0000
acostado;-1,0000
convencen;,0000
denigrando;1,0000
influyen;,0000
ilusionista;,0000
precisado;1,0000
finger;1,0000
mencionan;,0000
nombraron;1,0000
hipotesis;-1,0000
vibrante;1,0000
impresionen;1,0000
consolidacion;-1,0000
asumimos;1,0000
apuntarme;,0000
abismo;-1,0000
comparten;,0000
llegas;,0000
tenerle;1,0000
curar;,0000
tramaban;1,0000
medicos;,0000
busquedas;-1,0000
gras;1,0000
seccion;,0000
netos;1,0000
ministras;,0000
aplaudida;,0000
descartarse;1,0000
enorabuena;1,0000
croqueta;,0000
muertes;-1,0000
linda;1,0000
firman;,0000
acosador;1,0000
pases;,0000
quema;,0000
sonreido;1,0000
rehabilitaron;1,0000
rebasarla;1,0000
degradado;1,0000
empeoran;1,0000
injusticias;-1,0000
distorsiona;1,0000
contestad;1,0000
voluntariosa;1,0000
homenajear;,0000
hospital;,0000
promocionan;1,0000
horrorosos;1,0000
rota;,0000
necesitando;1,0000
inequitativas;1,0000
reconstruyen;1,0000
gustabas;1,0000
vomitara;1,0000
punta;,0000
novatadas;1,0000
emocionada;1,0000
somete;,0000
aviones;-1,0000
islamismo;-1,0000
mila;1,0000
turbulencias;-1,0000
debilitarlo;1,0000
aludo;,0000
conectar;1,0000
disfrazar;1,0000
inhabil;-1,0000
retiran;-1,0000
acostandome;1,0000
toman;,0000
mamadas;1,0000
ausente;-1,0000
perdernos;1,0000
tacticas;,0000
ayer;,0000
patrimonio;,0000
posibl;1,0000
cementerios;1,0000
aislado;-1,0000
heroe;,0000
enviadas;,0000
ayuno;1,0000
reformaes;1,0000
boquete;-1,0000
combatiendolo;1,0000
enriquecer;,0000
indultaba;1,0000
cerveza;,0000
pendientes;,0000
sanar;1,0000
gravamen;1,0000
impulsa;1,0000
fanatica;1,0000
desplazado;1,0000
onda;,0000
bochornos;1,0000
inimaginable;1,0000
prefieren;,0000
nombrada;,0000
industria;,0000
amenazo;,0000
subirle;1,0000
detallados;1,0000
distraer;1,0000
vieron;,0000
tomando;1,0000
pretension;,0000
reiterarme;1,0000
sed;,0000
bromear;1,0000
listas;,0000
vigilan;1,0000
aclara;,0000
liberte;1,0000
comerciales;,0000
relativo;1,0000
inspiro;1,0000
apoya;,0000
personaje;,0000
integrales;1,0000
delates;1,0000
reporteros;,0000
atasca;1,0000
conciertoen;1,0000
reflexiona;,0000
controlador;1,0000
crespo;,0000
imbeciles;-1,0000
generosas;1,0000
posada;,0000
dimitiera;1,0000
eficaces;1,0000
congelacion;-1,0000
enganados;-1,0000
hacerse;,0000
abucheo;1,0000
comenzar;,0000
entusiasma;1,0000
sumara;1,0000
aguantarse;1,0000
mayores;,0000
limitar;,0000
encantadora;1,0000
reintegro;1,0000
dejaron;-1,0000
viernes;,0000
invadido;1,0000
probables;1,0000
administrativos;1,0000
aplicando;,0000
alentado;1,0000
carismatico;1,0000
pestana;,0000
mat;-1,0000
sintesis;-1,0000
entrevistar;,0000
fracasos;-1,0000
diarios;,0000
salude;1,0000
marionetas;1,0000
intimas;1,0000
nav;,0000
nublando;1,0000
consigna;,0000
forras;1,0000
trabalenguas;1,0000
enfermedad;-1,0000
entregara;1,0000
comportarse;-1,0000
robaban;1,0000
compare;1,0000
intereses;,0000
desprende;1,0000
llamando;,0000
caliente;,0000
empleados;-1,0000
preferencias;1,0000
complacido;1,0000
forestal;1,0000
solvencia;,0000
derecha;,0000
apela;,0000
bajado;,0000
escapo;,0000
vientr;1,0000
corresponden;,0000
certero;1,0000
existencia;,0000
emborrachar;1,0000
sabio;1,0000
descentralizados;1,0000
conmocionado;1,0000
sacados;1,0000
resignan;1,0000
derogada;,0000
sueno;1,0000
clausurara;1,0000
rodeado;,0000
candado;,0000
atraccion;,0000
deberias;,0000
provinciana;1,0000
eliminaremos;,0000
acordarse;1,0000
putas;-1,0000
jugaremos;1,0000
pisas;1,0000
redactores;,0000
pedid;1,0000
combinada;1,0000
derivar;1,0000
sector;,0000
obsequio;1,0000
llevara;,0000
marchan;,0000
vengara;-1,0000
condenas;-1,0000
retando;1,0000
explicarse;,0000
cancelados;1,0000
canjear;1,0000
iguala;1,0000
querid;1,0000
antiguo;-1,0000
belgas;1,0000
huidizo;1,0000
vaticinios;1,0000
escritor;,0000
comunicadoras;1,0000
adoptarlas;1,0000
aparar;1,0000
tragedia;-1,0000
obviamente;,0000
rapida;1,0000
heredero;1,0000
serviles;1,0000
atacaron;1,0000
sistema;,0000
recurrida;1,0000
elegid;1,0000
danados;-1,0000
acercarse;-1,0000
tar;1,0000
integra;,0000
recibieran;1,0000
conseguidas;1,0000
explicando;,0000
orientadas;1,0000
comimos;1,0000
catolicas;-1,0000
evoluciono;1,0000
pecadora;1,0000
endeuden;,0000
adjudicar;,0000
indultados;,0000
hincho;1,0000
exculpo;1,0000
idiota;-1,0000
torpe;-1,0000
alimentarias;1,0000
decides;1,0000
sacaras;1,0000
principa;1,0000
mofas;1,0000
recogida;,0000
oxigenar;-1,0000
trasladarnos;1,0000
extranos;1,0000
investigacion;,0000
legitima;,0000
dedicarselo;1,0000
ir;,0000
sucede;,0000
codicia;,0000
reserve;1,0000
antiguos;-1,0000
guindo;-1,0000
salvarnos;1,0000
ahora;,0000
paradoja;-1,0000
enteros;,0000
soportes;1,0000
modificaba;1,0000
concretara;,0000
publicados;1,0000
centralismo;,0000
inspeccionarles;1,0000
ablandar;1,0000
paralizacion;-1,0000
honra;1,0000
iluminando;1,0000
nulo;,0000
gremios;1,0000
vuelves;,0000
adoro;1,0000
fingen;,0000
carecido;1,0000
referencias;,0000
valles;-1,0000
puso;,0000
tijeretazo;-1,0000
sentaremos;1,0000
tambores;,0000
gastronomicas;1,0000
ignorantes;,0000
borrando;1,0000
asusto;1,0000
desprenden;1,0000
castellana;,0000
reivindicando;,0000
perfidia;1,0000
cacerias;-1,0000
querellarse;1,0000
abonarme;1,0000
impenetrable;1,0000
dieciocho;1,0000
regulariza;1,0000
afectar;,0000
sufrieran;1,0000
contratante;1,0000
suavemente;1,0000
desprecie;1,0000
estridente;1,0000
explico;,0000
adorar;1,0000
montamos;1,0000
quitarlo;-1,0000
dora;1,0000
desespera;,0000
estiercol;1,0000
latoso;1,0000
esconden;,0000
trataba;,0000
jubilar;1,0000
escandaliza;-1,0000
marcar;,0000
asientos;,0000
eticos;1,0000
propiciadas;1,0000
criticando;-1,0000
manirrotos;-1,0000
caradura;,0000
fijo;,0000
ayudo;,0000
giros;1,0000
filas;-1,0000
juzgarle;-1,0000
virtudes;,0000
sincera;1,0000
solida;1,0000
imperfecto;1,0000
persuasivo;1,0000
dificultades;,0000
tormentosa;1,0000
vean;,0000
coger;,0000
maltratada;,0000
reglo;1,0000
discordia;,0000
acusador;1,0000
estadista;-1,0000
mejorada;1,0000
prevaricador;-1,0000
amargo;-1,0000
mixta;,0000
humanitaria;1,0000
incumplieron;1,0000
gama;1,0000
bandos;,0000
prioritaria;,0000
grandeza;,0000
ensuciar;-1,0000
fama;1,0000
virtuoso;,0000
ensenada;1,0000
gobernabilidad;1,0000
barba;,0000
frenesi;1,0000
panuelo;,0000
lados;,0000
trabajan;,0000
desmano;1,0000
absolutismo;-1,0000
bolos;-1,0000
perjudicar;-1,0000
innovamos;1,0000
colaborar;1,0000
juro;,0000
dicen;,0000
descansado;1,0000
distintosa;1,0000
renuentes;1,0000
conversadores;1,0000
olvidarse;1,0000
loa;,0000
continuismo;,0000
desplomarse;1,0000
estilista;1,0000
conan;1,0000
avisas;1,0000
estadounidense;,0000
tomarlo;1,0000
electa;1,0000
prometido;1,0000
disidente;-1,0000
dificilmente;1,0000
modero;1,0000
inhabilitar;-1,0000
conlleva;,0000
beatifican;1,0000
exentos;,0000
veto;-1,0000
reparar;,0000
topic;,0000
recaudador;1,0000
desesperacion;-1,0000
torturada;,0000
multaran;1,0000
person;1,0000
regale;1,0000
pensaron;1,0000
localizados;1,0000
inicien;1,0000
cometido;-1,0000
dignificarlos;1,0000
mirando;,0000
manipulaban;1,0000
apariencia;,0000
habito;1,0000
incumple;-1,0000
grabaron;,0000
arbitro;,0000
muestra;,0000
brigada;,0000
equivocada;,0000
observan;1,0000
suscriben;1,0000
pionera;,0000
mercadillo;,0000
acordada;,0000
tribu;,0000
utilidades;,0000
montaban;,0000
correspondiente;1,0000
revalidado;1,0000
ligada;,0000
legislar;-1,0000
cordura;,0000
reventa;,0000
manida;1,0000
adivinar;1,0000
machado;,0000
buscabas;1,0000
directivas;,0000
perfilar;1,0000
renido;,0000
fumen;1,0000
prenatal;1,0000
indecisos;-1,0000
probo;1,0000
loved;1,0000
don;1,0000
olvidados;,0000
festival;1,0000
rincon;,0000
contactad;1,0000
estigmatizarla;,0000
gigante;1,0000
subrayado;1,0000
falsear;-1,0000
proporcionada;,0000
quitarles;1,0000
pilar;,0000
libras;1,0000
subastas;1,0000
patria;,0000
carretera;,0000
descarado;-1,0000
cuelga;-1,0000
marches;1,0000
forro;1,0000
petulante;1,0000
abandonados;,0000
inconclusos;1,0000
constantes;1,0000
productiva;1,0000
congresos;,0000
desgravable;1,0000
acreditados;,0000
temperatura;,0000
proponer;,0000
servicios;,0000
confiamos;1,0000
ray;1,0000
injustamente;1,0000
involucran;1,0000
levantado;1,0000
referendum;,0000
universitario;-1,0000
salo;,0000
acusa;-1,0000
parrilla;1,0000
nacionales;,0000
actuar;,0000
elementales;1,0000
irregularidades;-1,0000
gozamos;1,0000
strike;,0000
ingeniosos;1,0000
deshilache;1,0000
tareas;,0000
nubes;,0000
rentabilidad;,0000
archivaron;1,0000
indefension;-1,0000
desvia;1,0000
patetica;-1,0000
relevando;1,0000
posan;1,0000
candidatura;,0000
disenada;-1,0000
acerte;,0000
criterios;,0000
resfriada;1,0000
inhospita;1,0000
optica;,0000
defender;,0000
pega;,0000
gaste;-1,0000
entidad;-1,0000
camisetas;,0000
ceros;1,0000
navarras;-1,0000
pala;,0000
varones;,0000
sella;-1,0000
negaba;-1,0000
pasillo;,0000
subirlo;,0000
rocas;1,0000
riesgo;-1,0000
resurgir;-1,0000
logrado;,0000
enfrentando;-1,0000
charlaba;1,0000
computer;1,0000
pasadas;,0000
sentirse;1,0000
inconstitucionalidad;-1,0000
plenos;,0000
renta;,0000
comprarse;1,0000
casanova;,0000
intencion;,0000
enganchas;1,0000
cesara;1,0000
informando;,0000
editorial;,0000
recurre;-1,0000
encoge;,0000
permitia;-1,0000
oratoria;,0000
pugnara;1,0000
agradecen;1,0000
aburrido;-1,0000
extorsionando;-1,0000
informados;1,0000
pertenece;-1,0000
trenes;-1,0000
creces;1,0000
corrupcion;-1,0000
corruptos;,0000
lat;1,0000
bicicleta;,0000
incorporar;,0000
trizas;1,0000
paren;,0000
trazan;1,0000
nace;1,0000
musculo;1,0000
varias;,0000
promotores;1,0000
instancias;-1,0000
comparec;1,0000
talentos;1,0000
ejemplar;,0000
gobernar;,0000
llave;,0000
apunte;,0000
sonadas;1,0000
criticable;1,0000
retrasado;1,0000
absurdos;1,0000
empresaria;1,0000
incremento;,0000
judiciales;,0000
vertido;-1,0000
verbales;1,0000
reuniendo;1,0000
envilece;1,0000
aires;,0000
sufrir;-1,0000
fabricar;-1,0000
acaben;,0000
colectivas;1,0000
blusa;1,0000
calendarios;1,0000
representacion;,0000
oro;1,0000
adversas;1,0000
alimentacion;,0000
identid;1,0000
asfixia;,0000
abone;1,0000
actividades;,0000
exigencia;-1,0000
irreverente;1,0000
caballero;1,0000
emprendan;1,0000
impedir;-1,0000
presionaran;1,0000
actuaste;1,0000
michelin;1,0000
lazo;1,0000
rallo;1,0000
mortal;-1,0000
manifestarme;1,0000
ordenacion;1,0000
exageradas;,0000
cam;,0000
senalaran;1,0000
escriba;,0000
kilos;,0000
laborable;-1,0000
areas;,0000
somaticos;1,0000
exagerados;-1,0000
desayunamos;1,0000
participara;,0000
tentacion;,0000
corro;-1,0000
conseguirme;1,0000
intento;,0000
especiales;1,0000
peligran;-1,0000
envidio;1,0000
pension;,0000
hiela;1,0000
formaba;1,0000
secundaria;,0000
jubilan;1,0000
cerezos;1,0000
remitan;1,0000
regalos;1,0000
temporales;,0000
ultimas;,0000
ratificado;,0000
compran;-1,0000
lee;,0000
necesite;,0000
divierto;1,0000
burdo;1,0000
recomendo;1,0000
parlamentaria;,0000
utilidad;,0000
humano;1,0000
arruinado;-1,0000
figurado;1,0000
inyectaron;1,0000
influyan;1,0000
vertical;,0000
recuperase;1,0000
camas;-1,0000
maldita;,0000
bajarlas;1,0000
convencimiento;1,0000
nombres;,0000
ingresara;,0000
atroz;1,0000
hacha;,0000
fisurada;1,0000
debatido;-1,0000
pisos;,0000
examinar;-1,0000
adquirida;1,0000
reanudar;1,0000
perfecto;1,0000
escenica;1,0000
amedrentar;,0000
conteste;,0000
reanudara;1,0000
malgastarlo;1,0000
cocido;,0000
plomo;,0000
patologica;1,0000
parecen;,0000
flores;,0000
precede;1,0000
bolonia;1,0000
incognita;-1,0000
reprochandome;1,0000
yeah;1,0000
informarse;1,0000
prometida;,0000
atreverme;,0000
manifestado;-1,0000
ropa;,0000
antecedentes;-1,0000
generosos;1,0000
formaban;,0000
divertido;1,0000
preocupados;-1,0000
respetando;1,0000
ahi;,0000
conclusiones;,0000
adversario;,0000
cuestiona;-1,0000
cinicos;-1,0000
instrucciones;,0000
permita;,0000
insultes;1,0000
decepcionante;-1,0000
vengo;,0000
tribunas;-1,0000
afectadas;,0000
alcalde;,0000
vuelan;,0000
dedicatoria;1,0000
abrazooooo;1,0000
condene;-1,0000
macabras;1,0000
perdonan;,0000
gastaban;-1,0000
muneca;,0000
picotear;1,0000
asistir;,0000
creido;,0000
drasticamente;1,0000
dame;,0000
estornudar;1,0000
controvertida;1,0000
bases;,0000
retorica;-1,0000
corbatas;,0000
respiro;,0000
fastidiar;-1,0000
encaja;1,0000
fosforescentes;1,0000
saludable;1,0000
ingeniosas;1,0000
saldran;,0000
felicitaciones;1,0000
discontinuo;1,0000
catastrofico;-1,0000
serv;,0000
pensaran;,0000
entusiasta;1,0000
desconocidos;-1,0000
secunda;1,0000
mostramos;,0000
colusion;1,0000
recuperarme;1,0000
presupuestario;,0000
